NRKARTY,DATAW,MASA,JEDN,FIRMA,NR_KLIENTA,NR_MAGW,NR_ODPADU
1044/1W/2010,28.12.2010,8.01,Mg.,1,6118,15767,531
24/1W/2011,24.01.2011,4.67,Mg.,1,396,15839,576
1045/1W/2010,30.12.2010,7.54,Mg.,1,6118,15768,565
1046/1W/2010,08.01.2010,8.85,Mg.,1,2363,15769,531
1047/1W/2010,06.01.2010,3.61,Mg.,1,2363,15770,576
1048/1W/2010,15.01.2010,4.65,Mg.,1,2363,15771,576
1049/1W/2010,18.01.2010,4.925,Mg.,1,2363,15772,594
1050/1W/2010,06.01.2010,3.61,Mg.,1,2363,15773,570
1051/1W/2010,08.02.2010,4.28,Mg.,1,2363,15774,531
1052/1W/2010,09.02.2010,4.52,Mg.,1,2363,15775,531
1053/1W/2010,29.12.2010,5.28,Mg.,1,2001,15776,572
1054/1W/2010,29.12.2010,5.46,Mg.,1,2001,15777,594
1055/1W/2010,25.03.2010,7.282,Mg.,1,2363,15778,565
1056/1W/2010,18.03.2010,7.949,Mg.,1,2363,15779,572
1057/1W/2010,18.03.2010,8.039,Mg.,1,2363,15780,531
1058/1W/2010,12.11.2010,8.7,Mg.,1,2363,15781,576
1059/1W/2010,09.07.2010,9.379,Mg.,1,2363,15782,572
1060/1W/2010,04.11.2010,21.1,Mg.,1,1756,15783,572
1061/1W/2010,23.12.2010,31.95,Mg.,1,1756,15784,629
1062/1W/2010,29.11.2010,7.05,Mg.,1,1756,15785,565
1063/1W/2010,31.12.2010,18.0,Mg.,1,7448,15786,531
25/1W/2011,14.01.2011,21.22,Mg.,1,6091,15840,529
27/1W/2011,26.01.2011,4.56,Mg.,1,1763,15842,375
26/1W/2011,20.01.2011,18.6,Mg.,1,1756,15841,345
17/0W/2011,04.01.2011,6.901,Mg.,0,6765,15843,582
972/0W/2010,09.12.2010,56.24,Mg.,0,1494,15844,604
973/0W/2010,14.12.2010,51.03,Mg.,0,1494,15845,529
974/0W/2010,03.12.2010,23.7,Mg.,0,1494,15846,576
975/0W/2010,08.12.2010,23.18,Mg.,0,1494,15847,531
976/0W/2010,16.12.2010,23.72,Mg.,0,1494,15848,370
977/0W/2010,17.12.2010,24.42,Mg.,0,1494,15849,576
978/0W/2010,12.11.2010,24.46,Mg.,0,3595,15850,370
979/0W/2010,16.11.2010,23.68,Mg.,0,3595,15851,582
980/0W/2010,17.11.2010,25.2,Mg.,0,3595,15852,572
981/0W/2010,17.11.2010,23.8,Mg.,0,3595,15853,564
982/0W/2010,25.11.2010,24.06,Mg.,0,3595,15854,582
983/0W/2010,26.11.2010,24.84,Mg.,0,3595,15855,799
984/0W/2010,26.11.2010,23.32,Mg.,0,3595,15856,582
375/1W/2011,28.04.2011,13.38,Mg.,1,6091,16532,595
376/1W/2011,27.04.2011,30.78,Mg.,1,1756,16533,531
377/1W/2011,27.04.2011,27.45,Mg.,1,1756,16534,576
378/1W/2011,29.04.2011,29.86,Mg.,1,1756,16535,568
379/1W/2011,05.05.2011,5.02,Mg.,1,1762,16536,699
380/1W/2011,05.05.2011,4.42,Mg.,1,396,16537,565
284/0W/2011,04.05.2011,10.47,Mg.,0,8718,16538,565
285/0W/2011,06.05.2011,16.02,Mg.,0,7534,16539,390
33/2W/2011,29.04.2011,3.69,Mg.,2,827,16542,606
286/0W/2011,18.04.2011,20.01,Mg.,0,8718,16540,576
288/0W/2011,06.05.2011,16.98,Mg.,0,2382,16544,579
287/0W/2011,28.04.2011,7.89,Mg.,0,8718,16541,587
34/2W/2011,29.04.2011,0.23,Mg.,2,827,16543,576
289/0W/2011,06.05.2011,20.54,Mg.,0,2382,16545,579
290/0W/2011,09.05.2011,6.56,Mg.,0,5066,16546,576
291/0W/2011,09.05.2011,0.0,Mg.,0,5066,16547,531
292/0W/2011,09.05.2011,1.76,Mg.,0,5066,16548,565
381/1W/2011,06.05.2011,6.06,Mg.,1,729,16549,570
293/0W/2011,06.05.2011,3.89,Mg.,0,8718,16550,565
382/1W/2011,09.05.2011,7.3,Mg.,1,1763,16551,564
294/0W/2011,21.04.2011,25.0,Mg.,0,827,16552,528
296/0W/2011,21.04.2011,65.0,Mg.,0,827,16554,582
295/0W/2011,21.04.2011,20.0,Mg.,0,827,16553,572
297/0W/2011,22.04.2011,22.34,Mg.,0,2382,16555,531
298/0W/2011,06.05.2011,20.04,Mg.,0,2382,16556,575
299/0W/2011,09.05.2011,19.68,Mg.,0,2382,16557,587
300/0W/2011,10.05.2011,0.129,Mg.,0,5835,16558,531
4/3W/2011,06.05.2011,2.41,Mg.,3,741,16559,531
301/0W/2011,06.05.2011,2.41,Mg.,0,3804,16560,531
383/1W/2011,23.03.2011,5.97,Mg.,1,6118,16561,594
384/1W/2011,28.03.2011,6.845,Mg.,1,6118,16562,545
385/1W/2011,31.03.2011,6.09,Mg.,1,6118,16563,276
386/1W/2011,04.04.2011,7.81,Mg.,1,6118,16564,605
387/1W/2011,07.04.2011,8.4,Mg.,1,6118,16565,572
388/1W/2011,08.04.2011,7.96,Mg.,1,6118,16566,531
302/0W/2011,09.05.2011,18.66,Mg.,0,2382,16570,531
389/1W/2011,11.04.2011,4.658,Mg.,1,6118,16567,575
303/0W/2011,10.05.2011,19.96,Mg.,0,2382,16571,595
390/1W/2011,11.04.2011,9.072,Mg.,1,6118,16568,604
391/1W/2011,13.04.2011,8.35,Mg.,1,6118,16569,531
304/0W/2011,10.05.2011,20.42,Mg.,0,2382,16572,565
305/0W/2011,11.05.2011,20.46,Mg.,0,2382,16573,575
306/0W/2011,11.05.2011,20.9,Mg.,0,2382,16574,576
307/0W/2011,07.01.2011,5.17,Mg.,0,8530,16575,595
308/0W/2011,20.01.2011,1.283,Mg.,0,8530,16576,531
309/0W/2011,20.01.2011,2.976,Mg.,0,8530,16577,572
310/0W/2011,09.03.2011,1.04,Mg.,0,5760,16578,531
311/0W/2011,12.05.2011,4.89,Mg.,0,5066,16579,505
312/0W/2011,12.05.2011,17.79,Mg.,0,5066,16580,609
392/1W/2011,10.05.2011,8.12,Mg.,1,1431,16581,554
313/0W/2011,11.05.2011,25.0,Mg.,0,827,16582,582
314/0W/2011,26.04.2011,2.1,Mg.,0,9781,16583,680
393/1W/2011,20.04.2011,7.71,Mg.,1,6118,16584,595
315/0W/2011,12.05.2011,6.5,Mg.,0,7534,16588,277
394/1W/2011,21.04.2011,8.3,Mg.,1,6118,16585,573
397/1W/2011,12.05.2011,0.4,Mg.,1,313,16589,594
395/1W/2011,27.04.2011,8.23,Mg.,1,6118,16586,271
398/1W/2011,12.05.2011,6.26,Mg.,1,729,16590,276
396/1W/2011,27.04.2011,5.9,Mg.,1,2382,16587,565
399/1W/2011,28.04.2011,32.71,Mg.,1,1756,16591,531
400/1W/2011,30.04.2011,46.43,Mg.,1,1756,16592,582
402/1W/2011,04.05.2011,29.07,Mg.,1,1756,16594,575
401/1W/2011,02.05.2011,30.46,Mg.,1,1756,16593,594
403/1W/2011,05.05.2011,31.23,Mg.,1,1756,16595,548
404/1W/2011,05.05.2011,29.33,Mg.,1,1756,16596,572
405/1W/2011,06.05.2011,34.78,Mg.,1,1756,16597,575
406/1W/2011,09.05.2011,26.48,Mg.,1,1756,16598,596
407/1W/2011,04.05.2011,18.58,Mg.,1,6091,16599,590
408/1W/2011,09.05.2011,19.8,Mg.,1,6091,16600,576
409/1W/2011,10.05.2011,18.58,Mg.,1,6091,16601,900
410/1W/2011,06.05.2011,28.87,Mg.,1,1756,16602,579
411/1W/2011,12.05.2011,0.88,Mg.,1,1762,16603,565
316/0W/2011,13.05.2011,3.34,Mg.,0,827,16604,565
1011/0W/2010,30.12.2010,129.751,Mg.,0,5835,16605,572
317/0W/2011,16.05.2011,17.41,Mg.,0,5066,16606,531
318/0W/2011,16.05.2011,1.34,Mg.,0,5066,16607,565
320/0W/2011,13.05.2011,4.0,Mg.,0,8530,16609,376
319/0W/2011,16.05.2011,5.11,Mg.,0,5066,16608,264
321/0W/2011,13.05.2011,5.0,Mg.,0,8530,16610,531
322/0W/2011,13.05.2011,20.62,Mg.,0,2382,16611,531
324/0W/2011,17.05.2011,7.2,Mg.,0,5066,16613,595
323/0W/2011,12.05.2011,17.04,Mg.,0,2382,16612,528
325/0W/2011,17.05.2011,16.36,Mg.,0,5066,16614,522
412/1W/2011,09.05.2011,31.5,Mg.,1,1756,16615,576
326/0W/2011,16.05.2011,10.57,Mg.,0,8718,16618,531
413/1W/2011,10.05.2011,30.67,Mg.,1,1756,16616,582
415/1W/2011,17.05.2011,0.86,Mg.,1,313,16619,604
414/1W/2011,11.05.2011,16.2,Mg.,1,6091,16617,576
416/1W/2011,17.05.2011,1.22,Mg.,1,1763,16620,572
5/3W/2011,13.05.2011,10.57,Mg.,3,741,16621,604
417/1W/2011,17.05.2011,8.93,Mg.,1,396,16622,604
327/0W/2011,18.05.2011,15.54,Mg.,0,2382,16623,500
35/2W/2011,19.05.2011,3.207,Mg.,2,194,16624,531
36/2W/2011,19.05.2011,0.404,Mg.,2,194,16625,564
418/1W/2011,18.05.2011,4.51,Mg.,1,1762,16626,576
328/0W/2011,20.05.2011,11.12,Mg.,0,3481,16627,531
329/0W/2011,20.05.2011,12.38,Mg.,0,5322,16628,568
330/0W/2011,20.05.2011,11.8,Mg.,0,5322,16629,155
331/0W/2011,20.05.2011,2.9,Mg.,0,827,16630,688
419/1W/2011,16.05.2011,17.26,Mg.,1,9388,16631,531
332/0W/2011,19.05.2011,17.22,Mg.,0,2382,16632,565
333/0W/2011,19.05.2011,21.08,Mg.,0,2382,16633,531
334/0W/2011,20.05.2011,18.58,Mg.,0,2382,16634,576
335/0W/2011,20.05.2011,19.06,Mg.,0,2382,16635,531
6/3W/2011,20.05.2011,10.39,Mg.,3,741,16636,572
336/0W/2011,20.05.2011,10.39,Mg.,0,8718,16637,605
420/1W/2011,20.05.2011,0.4,Mg.,1,9039,16638,548
421/1W/2011,11.05.2011,37.23,Mg.,1,1756,16639,531
422/1W/2011,18.05.2011,22.67,Mg.,1,1756,16640,531
423/1W/2011,18.05.2011,30.77,Mg.,1,1756,16641,565
424/1W/2011,17.05.2011,19.02,Mg.,1,6091,16642,579
425/1W/2011,18.05.2011,20.8,Mg.,1,6091,16643,869
426/1W/2011,19.05.2011,17.38,Mg.,1,6091,16644,575
427/1W/2011,17.05.2011,2.57,Mg.,1,3016,16645,531
428/1W/2011,20.04.2011,0.09,Mg.,1,6091,16647,83
337/0W/2011,19.05.2011,17.92,Mg.,0,7534,16646,528
338/0W/2011,25.05.2011,3.04,Mg.,0,827,16648,565
339/0W/2011,10.01.2011,17.898,Mg.,0,8530,16649,531
340/0W/2011,12.01.2011,9.643,Mg.,0,8530,16650,604
7/3W/2011,24.05.2011,0.671,Mg.,3,6357,16663,531
341/0W/2011,21.01.2011,10.472,Mg.,0,8530,16651,511
350/0W/2011,26.05.2011,22.12,Mg.,0,2382,16665,576
342/0W/2011,01.02.2011,7.23,Mg.,0,8530,16652,531
8/3W/2011,24.05.2011,8.782,Mg.,3,6357,16664,531
343/0W/2011,25.05.2011,2.25,Mg.,0,827,16653,350
351/0W/2011,26.05.2011,18.9,Mg.,0,2382,16666,531
344/0W/2011,25.05.2011,0.09,Mg.,0,827,16654,564
352/0W/2011,26.05.2011,17.04,Mg.,0,2382,16667,528
345/0W/2011,21.05.2011,15.6,Mg.,0,2382,16655,576
432/1W/2011,26.05.2011,2.56,Mg.,1,313,16668,575
346/0W/2011,24.05.2011,20.26,Mg.,0,2382,16656,594
433/1W/2011,02.05.2011,55.17,Mg.,1,1756,16669,565
347/0W/2011,24.05.2011,17.88,Mg.,0,2382,16657,525
348/0W/2011,25.05.2011,18.22,Mg.,0,2382,16658,531
429/1W/2011,23.05.2011,7.04,Mg.,1,1892,16659,582
430/1W/2011,24.05.2011,4.18,Mg.,1,1431,16660,572
431/1W/2011,24.05.2011,0.64,Mg.,1,313,16661,604
349/0W/2011,25.05.2011,18.74,Mg.,0,2382,16662,565
434/1W/2011,29.04.2011,21.13,Mg.,1,1756,16670,531
435/1W/2011,18.05.2011,50.35,Mg.,1,1756,16671,576
438/1W/2011,20.05.2011,11.88,Mg.,1,6091,16674,575
436/1W/2011,19.05.2011,27.06,Mg.,1,1756,16672,575
353/0W/2011,30.05.2011,5.93,Mg.,0,5066,16677,511
437/1W/2011,20.05.2011,29.72,Mg.,1,1756,16673,579
439/1W/2011,23.05.2011,18.94,Mg.,1,6091,16675,531
354/0W/2011,30.05.2011,0.5,Mg.,0,5066,16678,575
440/1W/2011,23.05.2011,20.22,Mg.,1,6091,16676,565
355/0W/2011,30.05.2011,17.91,Mg.,0,5066,16679,594
441/1W/2011,26.04.2011,6.84,Mg.,1,2382,16680,582
443/1W/2011,27.05.2011,1.14,Mg.,1,313,16682,572
442/1W/2011,24.05.2011,7.8,Mg.,1,9811,16681,567
356/0W/2011,30.05.2011,10.0,Mg.,0,9156,16683,560
357/0W/2011,30.05.2011,12.84,Mg.,0,9156,16684,579
444/1W/2011,26.05.2011,5.48,Mg.,1,1892,16685,565
445/1W/2011,27.05.2011,16.54,Mg.,1,9324,16686,512
446/1W/2011,25.05.2011,14.76,Mg.,1,6091,16687,564
358/0W/2011,27.05.2011,15.78,Mg.,0,2382,16688,572
359/0W/2011,27.05.2011,18.54,Mg.,0,2382,16689,595
360/0W/2011,30.05.2011,16.18,Mg.,0,2382,16690,594
361/0W/2011,30.05.2011,15.94,Mg.,0,2382,16691,565
362/0W/2011,30.05.2011,20.96,Mg.,0,2382,16692,568
9/3W/2011,27.05.2011,2.2,Mg.,3,6357,16693,565
37/2W/2011,25.05.2011,10.993,Mg.,2,194,16694,531
38/2W/2011,25.05.2011,1.063,Mg.,2,194,16695,582
447/1W/2011,31.05.2011,3.72,Mg.,1,1763,16696,500
363/0W/2011,24.03.2011,24.94,Mg.,0,3595,16697,572
364/0W/2011,31.03.2011,25.36,Mg.,0,3595,16698,531
365/0W/2011,07.04.2011,24.64,Mg.,0,3595,16699,564
366/0W/2011,14.04.2011,25.26,Mg.,0,3595,16700,575
367/0W/2011,14.04.2011,23.4,Mg.,0,3595,16701,565
368/0W/2011,22.04.2011,24.34,Mg.,0,3595,16702,798
369/0W/2011,29.04.2011,22.44,Mg.,0,3595,16703,531
370/0W/2011,04.05.2011,24.08,Mg.,0,3595,16704,595
371/0W/2011,05.05.2011,24.54,Mg.,0,3595,16705,582
372/0W/2011,12.05.2011,24.84,Mg.,0,3595,16706,531
373/0W/2011,17.05.2011,23.26,Mg.,0,3595,16707,565
374/0W/2011,20.05.2011,24.62,Mg.,0,3595,16708,531
383/0W/2011,31.05.2011,15.46,Mg.,0,2382,16717,531
384/0W/2011,31.05.2011,16.46,Mg.,0,2382,16718,592
375/0W/2011,24.03.2011,23.62,Mg.,0,1494,16709,565
385/0W/2011,01.06.2011,1.5,Mg.,0,5066,16719,576
376/0W/2011,05.04.2011,24.26,Mg.,0,1494,16710,565
386/0W/2011,01.06.2011,21.96,Mg.,0,5066,16720,252
377/0W/2011,18.04.2011,22.86,Mg.,0,1494,16711,564
387/0W/2011,31.05.2011,1.08,Mg.,0,827,16721,582
378/0W/2011,11.04.2011,25.8,Mg.,0,1494,16712,607
388/0W/2011,31.05.2011,0.44,Mg.,0,827,16722,531
379/0W/2011,06.05.2011,25.14,Mg.,0,1494,16713,531
448/1W/2011,02.05.2011,4.8,Mg.,1,6118,16723,531
380/0W/2011,16.05.2011,24.5,Mg.,0,1494,16714,576
449/1W/2011,19.05.2011,5.7,Mg.,1,6118,16724,572
381/0W/2011,24.05.2011,22.76,Mg.,0,1494,16715,531
452/1W/2011,01.06.2011,0.32,Mg.,1,313,16727,568
382/0W/2011,26.05.2011,23.44,Mg.,0,1494,16716,604
450/1W/2011,19.05.2011,2.6,Mg.,1,6118,16725,595
10/3W/2011,30.05.2011,10.8,Mg.,3,741,16729,528
451/1W/2011,10.05.2011,4.92,Mg.,1,6118,16726,531
453/1W/2011,31.05.2011,0.9,Mg.,1,313,16728,579
389/0W/2011,30.05.2011,10.8,Mg.,0,9810,16730,564
390/0W/2011,01.06.2011,18.3,Mg.,0,2382,16731,531
454/1W/2011,31.05.2011,0.6,Mg.,1,741,16732,595
455/1W/2011,01.06.2011,4.48,Mg.,1,1762,16733,531
456/1W/2011,25.05.2011,18.82,Mg.,1,6091,16734,588
457/1W/2011,26.05.2011,15.04,Mg.,1,6091,16735,565
458/1W/2011,31.05.2011,20.24,Mg.,1,6091,16736,511
459/1W/2011,01.06.2011,13.64,Mg.,1,6091,16737,531
391/0W/2011,27.05.2011,18.44,Mg.,0,2382,16738,582
460/1W/2011,21.05.2011,38.93,Mg.,1,1756,16739,575
461/1W/2011,23.05.2011,29.23,Mg.,1,1756,16740,531
462/1W/2011,25.05.2011,28.4,Mg.,1,1756,16741,531
463/1W/2011,25.05.2011,37.85,Mg.,1,1756,16742,582
392/0W/2011,11.05.2011,7.92,Mg.,0,8718,16743,531
393/0W/2011,31.05.2011,20.0,Mg.,0,827,16744,531
394/0W/2011,31.05.2011,110.0,Mg.,0,827,16745,572
395/0W/2011,02.06.2011,17.08,Mg.,0,2382,16746,531
396/0W/2011,02.06.2011,14.74,Mg.,0,2382,16747,531
464/1W/2011,19.04.2011,8.996,Mg.,1,6118,16748,576
465/1W/2011,09.05.2011,7.94,Mg.,1,6118,16749,576
466/1W/2011,10.05.2011,9.53,Mg.,1,6118,16750,626
467/1W/2011,18.05.2011,6.86,Mg.,1,6118,16751,271
468/1W/2011,23.05.2011,8.47,Mg.,1,6118,16752,564
469/1W/2011,24.05.2011,6.3,Mg.,1,6118,16753,554
470/1W/2011,12.05.2011,8.27,Mg.,1,6118,16754,579
471/1W/2011,09.05.2011,13.6,Mg.,1,9811,16755,576
472/1W/2011,01.06.2011,10.7,Mg.,1,9811,16756,531
397/0W/2011,06.06.2011,23.36,Mg.,0,5066,16757,564
398/0W/2011,06.06.2011,4.0,Mg.,0,6765,16758,71
399/0W/2011,06.06.2011,30.38,Mg.,0,7534,16759,271
400/0W/2011,07.06.2011,0.27,Mg.,0,827,16764,565
473/1W/2011,26.05.2011,58.21,Mg.,1,1756,16760,494
477/1W/2011,06.06.2011,6.6,Mg.,1,9811,16765,564
474/1W/2011,26.05.2011,55.37,Mg.,1,1756,16761,565
478/1W/2011,08.06.2011,0.478,Mg.,1,313,16766,576
475/1W/2011,28.05.2011,30.74,Mg.,1,1756,16762,511
479/1W/2011,06.06.2011,5.96,Mg.,1,1763,16767,605
476/1W/2011,28.05.2011,31.55,Mg.,1,1756,16763,531
480/1W/2011,07.06.2011,3.96,Mg.,1,1762,16768,572
481/1W/2011,27.05.2011,17.76,Mg.,1,9388,16769,531
11/3W/2011,21.04.2011,0.291,Mg.,3,194,16770,582
39/2W/2011,11.05.2011,0.86,Mg.,2,194,16771,570
40/2W/2011,11.05.2011,0.431,Mg.,2,194,16772,548
482/1W/2011,18.05.2011,7.34,Mg.,1,2001,16773,597
483/1W/2011,30.05.2011,6.83,Mg.,1,6118,16774,564
484/1W/2011,01.06.2011,6.0,Mg.,1,6118,16775,531
485/1W/2011,02.06.2011,7.14,Mg.,1,6118,16776,535
486/1W/2011,07.06.2011,6.2,Mg.,1,1892,16777,594
401/0W/2011,07.06.2011,17.42,Mg.,0,2382,16778,564
402/0W/2011,07.06.2011,18.64,Mg.,0,2382,16779,531
403/0W/2011,08.06.2011,19.7,Mg.,0,2382,16780,565
487/1W/2011,30.05.2011,54.58,Mg.,1,1756,16781,575
404/0W/2011,08.06.2011,16.7,Mg.,0,2382,16783,565
488/1W/2011,31.05.2011,30.38,Mg.,1,1756,16782,520
489/1W/2011,30.05.2011,19.7,Mg.,1,9388,16784,572
405/0W/2011,09.06.2011,18.02,Mg.,0,2382,16785,575
406/0W/2011,09.06.2011,19.94,Mg.,0,2382,16786,619
407/0W/2011,10.06.2011,17.46,Mg.,0,2382,16787,364
408/0W/2011,10.06.2011,15.2,Mg.,0,2382,16788,531
409/0W/2011,10.06.2011,19.48,Mg.,0,2382,16789,531
490/1W/2011,09.06.2011,8.08,Mg.,1,9811,16790,572
491/1W/2011,09.06.2011,7.14,Mg.,1,5799,16791,564
492/1W/2011,10.06.2011,4.3,Mg.,1,1762,16792,570
493/1W/2011,08.06.2011,16.1,Mg.,1,729,16793,598
410/0W/2011,13.06.2011,14.18,Mg.,0,5066,16794,579
412/0W/2011,14.06.2011,11.04,Mg.,0,5066,16796,531
411/0W/2011,13.06.2011,9.84,Mg.,0,5066,16795,576
413/0W/2011,14.06.2011,6.54,Mg.,0,5066,16797,565
414/0W/2011,14.06.2011,6.0,Mg.,0,5066,16798,572
415/0W/2011,13.06.2011,17.26,Mg.,0,2382,16799,833
416/0W/2011,13.06.2011,18.94,Mg.,0,2382,16800,565
494/1W/2011,31.05.2011,48.32,Mg.,1,1756,16801,531
992/0W/2011,16.12.2011,2.117,Mg.,0,827,17971,565
495/1W/2011,01.06.2011,67.94,Mg.,1,1756,16802,575
496/1W/2011,01.06.2011,27.15,Mg.,1,1756,16803,565
497/1W/2011,02.06.2011,30.52,Mg.,1,1756,16804,531
417/0W/2011,14.06.2011,17.98,Mg.,0,2382,16805,673
418/0W/2011,14.06.2011,21.68,Mg.,0,9156,16806,531
419/0W/2011,10.06.2011,24.36,Mg.,0,827,16807,582
498/1W/2011,10.06.2011,24.36,Mg.,1,1129,16808,531
499/1W/2011,14.06.2011,6.13,Mg.,1,396,16809,559
500/1W/2011,31.05.2011,69.3,Mg.,1,4435,16810,346
501/1W/2011,31.05.2011,67.64,Mg.,1,4435,16811,531
502/1W/2011,31.05.2011,9.68,Mg.,1,4435,16812,376
420/0W/2011,15.06.2011,21.32,Mg.,0,2382,16813,531
421/0W/2011,15.06.2011,20.42,Mg.,0,2382,16814,565
422/0W/2011,16.06.2011,2.65,Mg.,0,5066,16815,531
423/0W/2011,16.06.2011,20.73,Mg.,0,5066,16816,565
503/1W/2011,15.06.2011,0.0,Mg.,1,5799,16817,588
504/1W/2011,15.06.2011,0.0,Mg.,1,5799,16818,611
505/1W/2011,02.06.2011,21.46,Mg.,1,6091,16819,589
41/2W/2011,16.06.2011,5.615,Mg.,2,194,16821,575
42/2W/2011,16.06.2011,0.951,Mg.,2,194,16822,572
43/2W/2011,16.06.2011,0.01,Mg.,2,194,16823,531
424/0W/2011,15.06.2011,13.92,Mg.,0,7534,16820,565
425/0W/2011,15.06.2011,6.32,Mg.,0,3481,16824,531
426/0W/2011,16.06.2011,15.98,Mg.,0,2382,16825,568
427/0W/2011,16.06.2011,15.9,Mg.,0,2382,16826,531
506/1W/2011,16.06.2011,0.52,Mg.,1,313,16827,575
507/1W/2011,16.06.2011,3.5,Mg.,1,1762,16828,595
509/1W/2011,20.06.2011,5.29,Mg.,1,396,16834,554
432/0W/2011,13.06.2011,1.204,Mg.,0,3804,16835,576
510/1W/2011,14.06.2011,15.18,Mg.,1,6091,16836,575
511/1W/2011,17.06.2011,18.72,Mg.,1,6091,16837,271
433/0W/2011,18.06.2011,19.74,Mg.,0,2382,16838,531
508/1W/2011,15.06.2011,9.79,Mg.,1,5799,16829,572
434/0W/2011,18.06.2011,22.14,Mg.,0,2382,16839,604
428/0W/2011,20.06.2011,14.61,Mg.,0,5066,16830,572
435/0W/2011,20.06.2011,18.08,Mg.,0,2382,16840,605
429/0W/2011,20.06.2011,0.23,Mg.,0,5066,16831,351
512/1W/2011,20.06.2011,4.67,Mg.,1,396,16844,531
430/0W/2011,17.06.2011,17.6,Mg.,0,2382,16832,565
513/1W/2011,20.06.2011,24.38,Mg.,1,6091,16845,579
431/0W/2011,17.06.2011,17.58,Mg.,0,2382,16833,575
436/0W/2011,21.06.2011,15.82,Mg.,0,5066,16841,570
437/0W/2011,21.06.2011,5.93,Mg.,0,5066,16842,572
438/0W/2011,21.06.2011,1.57,Mg.,0,5066,16843,531
439/0W/2011,21.06.2011,18.48,Mg.,0,2382,16846,575
440/0W/2011,22.06.2011,0.0,Mg.,0,2382,16847,575
441/0W/2011,22.06.2011,9.44,Mg.,0,5066,16848,373
442/0W/2011,22.06.2011,1.206,Mg.,0,5066,16849,570
443/0W/2011,22.06.2011,13.99,Mg.,0,5066,16850,554
12/3W/2011,24.06.2011,2.128,Mg.,3,6357,16851,572
13/3W/2011,24.06.2011,5.174,Mg.,3,6357,16852,566
514/1W/2011,20.06.2011,55.23,Mg.,1,1756,16853,595
515/1W/2011,20.06.2011,30.44,Mg.,1,1756,16854,604
516/1W/2011,21.06.2011,12.62,Mg.,1,6091,16855,531
44/2W/2011,27.06.2011,1.005,Mg.,2,194,16856,357
444/0W/2011,24.06.2011,18.84,Mg.,0,2382,16861,564
45/2W/2011,27.06.2011,0.003,Mg.,2,194,16857,575
445/0W/2011,25.06.2011,17.22,Mg.,0,2382,16862,500
46/2W/2011,27.06.2011,2.128,Mg.,2,194,16858,202
446/0W/2011,24.06.2011,18.04,Mg.,0,2382,16863,531
47/2W/2011,27.06.2011,9.252,Mg.,2,194,16859,531
447/0W/2011,22.06.2011,9.46,Mg.,0,7534,16864,272
14/3W/2011,24.06.2011,0.325,Mg.,3,6357,16860,582
517/1W/2011,24.06.2011,6.225,Mg.,1,1762,16865,531
518/1W/2011,21.06.2011,0.629,Mg.,1,313,16866,376
519/1W/2011,22.06.2011,10.32,Mg.,1,729,16867,582
448/0W/2011,28.06.2011,7.51,Mg.,0,5066,16868,613
449/0W/2011,28.06.2011,3.92,Mg.,0,5066,16869,579
450/0W/2011,28.06.2011,12.53,Mg.,0,5066,16870,565
520/1W/2011,27.06.2011,14.12,Mg.,1,6091,16871,594
451/0W/2011,28.06.2011,4.733,Mg.,0,6765,16872,575
452/0W/2011,29.06.2011,23.04,Mg.,0,5066,16873,548
521/1W/2011,10.06.2011,18.47,Mg.,1,1756,16874,572
453/0W/2011,26.05.2011,25.0,Mg.,0,3595,16876,565
522/1W/2011,14.06.2011,27.55,Mg.,1,1756,16875,570
454/0W/2011,02.06.2011,24.4,Mg.,0,3595,16877,511
455/0W/2011,06.06.2011,24.86,Mg.,0,3595,16878,565
456/0W/2011,08.06.2011,23.9,Mg.,0,3595,16879,576
457/0W/2011,09.06.2011,24.9,Mg.,0,3595,16880,566
458/0W/2011,15.06.2011,26.06,Mg.,0,3595,16881,531
459/0W/2011,16.06.2011,23.14,Mg.,0,3595,16882,595
460/0W/2011,29.06.2011,1.014,Mg.,0,741,16883,572
461/0W/2011,25.06.2011,18.82,Mg.,0,2382,16884,120
462/0W/2011,29.06.2011,18.26,Mg.,0,2382,16885,594
523/1W/2011,10.06.2011,8.72,Mg.,1,6091,16886,531
526/1W/2011,24.06.2011,5.78,Mg.,1,1763,16889,531
524/1W/2011,13.06.2011,5.54,Mg.,1,6091,16887,500
463/0W/2011,01.07.2011,10.9,Mg.,0,8309,16890,572
525/1W/2011,03.06.2011,20.38,Mg.,1,6091,16888,564
464/0W/2011,01.07.2011,13.34,Mg.,0,8309,16891,798
465/0W/2011,04.07.2011,15.5,Mg.,0,9156,16892,271
466/0W/2011,04.07.2011,1.22,Mg.,0,9156,16893,531
467/0W/2011,30.06.2011,23.38,Mg.,0,6357,16894,579
468/0W/2011,30.06.2011,1.68,Mg.,0,2382,16895,531
527/1W/2011,24.06.2011,2.0,Mg.,1,2363,16896,579
469/0W/2011,05.07.2011,8.46,Mg.,0,5066,16897,604
470/0W/2011,05.07.2011,14.1,Mg.,0,5066,16898,582
471/0W/2011,05.07.2011,1.4,Mg.,0,5066,16899,604
472/0W/2011,01.07.2011,17.36,Mg.,0,2382,16900,348
473/0W/2011,01.07.2011,18.64,Mg.,0,2382,16901,582
474/0W/2011,04.07.2011,11.62,Mg.,0,2382,16902,590
528/1W/2011,05.07.2011,14.36,Mg.,1,6091,16903,567
